Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,DateTime,Year,Month,Month_Name,Day,Day_of_Week,Day_Name,Hour,Is_Weekend,Time_Period,Is_Completed,Is_Cancelled,Is_Incomplete,Is_No_Driver_Found,Booking_Outcome,Revenue,Fare_Per_KM,Has_Booking_Value,Has_Ride_Distance,Has_Driver_Rating,Has_Customer_Rating,Has_Payment_Method,Has_VTAT,Has_CTAT
2024-04-18,18:07:03,CNR1349370,Cancelled by Driver,CID9844201,Bike,Noida Sector 62,Narsinghpur,4.0,,,,1.0,The customer was coughing/sick,,,,,,,,2024-04-18 18:07:03,2024,4,April,18,3,Thursday,18,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-01-12,05:39:55,CNR1349746,Cancelled by Customer,CID1094293,Auto,Gurgaon Railway Station,Karkarduma,17.1,,1.0,Wrong Address,,,,,,,,,,2024-01-12 05:39:55,2024,1,January,12,4,Friday,5,0,Night,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-07-13,17:48:46,CNR1349746,Completed,CID5013289,Bike,Subhash Nagar,Paharganj,2.8,29.3,,,,,,,521.0,13.19,3.7,4.3,Cash,2024-07-13 17:48:46,2024,7,July,13,5,Saturday,17,1,Evening,1,0,0,0,Completed,521.0,39.49962092494314,1,1,1,1,1,1,1
2024-09-20,22:51:16,CNR1349895,Completed,CID5198306,Premier Sedan,Jama Masjid,Mayur Vihar,6.8,32.1,,,,,,,179.0,27.6,4.4,4.9,Debit Card,2024-09-20 22:51:16,2024,9,September,20,4,Friday,22,0,Late Evening,1,0,0,0,Completed,179.0,6.4855072463768115,1,1,1,1,1,1,1
2024-10-26,14:18:50,CNR1349895,Cancelled by Customer,CID9205972,Go Sedan,Faridabad Sector 15,Ashok Vihar,5.6,,1.0,AC is not working,,,,,,,,,,2024-10-26 14:18:50,2024,10,October,26,5,Saturday,14,1,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-05-19,09:34:47,CNR1394743,Completed,CID1212329,Go Mini,Paschim Vihar,Pragati Maidan,8.6,25.8,,,,,,,1107.0,12.3,3.7,4.6,UPI,2024-05-19 09:34:47,2024,5,May,19,6,Sunday,9,1,Morning,1,0,0,0,Completed,1107.0,90.0,1,1,1,1,1,1,1
2024-02-07,19:18:47,CNR1394743,Cancelled by Driver,CID8273174,eBike,Indraprastha,Kaushambi,6.8,,,,1.0,Customer related issue,,,,,,,,2024-02-07 19:18:47,2024,2,February,7,2,Wednesday,19,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-04-16,04:48:35,CNR1400553,Cancelled by Driver,CID7083119,Go Mini,Qutub Minar,Kashmere Gate ISBT,10.2,,,,1.0,Personal & Car related issues,,,,,,,,2024-04-16 04:48:35,2024,4,April,16,1,Tuesday,4,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-06,02:05:28,CNR1400553,Completed,CID8979140,Bike,Ghaziabad,Ashok Park Main,9.0,22.8,,,,,,,802.0,19.14,4.5,5.0,Debit Card,2024-02-06 02:05:28,2024,2,February,6,1,Tuesday,2,0,Night,1,0,0,0,Completed,802.0,41.901776384535005,1,1,1,1,1,1,1
2024-01-06,17:19:31,CNR1401147,Completed,CID8073095,Premier Sedan,Ramesh Nagar,Tilak Nagar,3.1,37.4,,,,,,,410.0,17.36,4.6,3.7,Cash,2024-01-06 17:19:31,2024,1,January,6,5,Saturday,17,1,Evening,1,0,0,0,Completed,410.0,23.617511520737327,1,1,1,1,1,1,1
2024-01-06,18:20:14,CNR1401147,Cancelled by Customer,CID6137990,eBike,Inderlok,Okhla,16.7,,1.0,Driver is not moving towards pickup location,,,,,,,,,,2024-01-06 18:20:14,2024,1,January,6,5,Saturday,18,1,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-23,23:07:59,CNR1420705,Completed,CID2915266,Go Mini,Greater Kailash,Netaji Subhash Place,3.9,16.2,,,,,,,222.0,17.45,4.9,4.6,UPI,2024-10-23 23:07:59,2024,10,October,23,2,Wednesday,23,0,Late Evening,1,0,0,0,Completed,222.0,12.722063037249285,1,1,1,1,1,1,1
2024-03-06,08:54:52,CNR1420705,Completed,CID7055378,Bike,Akshardham,Hero Honda Chowk,14.9,39.4,,,,,,,132.0,38.27,3.9,4.9,Cash,2024-03-06 08:54:52,2024,3,March,6,2,Wednesday,8,0,Morning,1,0,0,0,Completed,132.0,3.4491769009668145,1,1,1,1,1,1,1
2024-11-03,15:00:12,CNR1424741,Cancelled by Driver,CID8047368,Go Mini,Vaishali,Udyog Vihar Phase 4,6.6,,,,1.0,Personal & Car related issues,,,,,,,,2024-11-03 15:00:12,2024,11,November,3,6,Sunday,15,1,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-07-23,20:32:55,CNR1424741,Completed,CID7991666,Auto,Punjabi Bagh,Badarpur,14.4,25.7,,,,,,,218.0,29.02,4.1,4.3,UPI,2024-07-23 20:32:55,2024,7,July,23,1,Tuesday,20,0,Evening,1,0,0,0,Completed,218.0,7.512060647829084,1,1,1,1,1,1,1
2024-07-15,12:46:21,CNR1424766,Completed,CID8579425,Auto,Sikanderpur,Sarai Kale Khan,7.7,24.6,,,,,,,263.0,27.95,3.9,4.4,UPI,2024-07-15 12:46:21,2024,7,July,15,0,Monday,12,0,Afternoon,1,0,0,0,Completed,263.0,9.409660107334526,1,1,1,1,1,1,1
2024-06-01,18:44:45,CNR1424766,Completed,CID3493205,Auto,Sikanderpur,Paharganj,5.8,29.7,,,,,,,167.0,15.84,4.4,4.6,UPI,2024-06-01 18:44:45,2024,6,June,1,5,Saturday,18,1,Evening,1,0,0,0,Completed,167.0,10.542929292929292,1,1,1,1,1,1,1
2024-05-13,05:53:55,CNR1425285,Completed,CID5119646,Go Mini,Gurgaon Sector 29,Jahangirpuri,5.4,16.0,,,,,,,81.0,38.78,4.4,5.0,Cash,2024-05-13 05:53:55,2024,5,May,13,0,Monday,5,0,Night,1,0,0,0,Completed,81.0,2.0887055183084065,1,1,1,1,1,1,1
2024-06-05,04:39:17,CNR1425285,Completed,CID8595800,Auto,Moti Nagar,Meerut,4.2,39.3,,,,,,,171.0,35.14,4.3,4.1,Uber Wallet,2024-06-05 04:39:17,2024,6,June,5,2,Wednesday,4,0,Night,1,0,0,0,Completed,171.0,4.866249288560045,1,1,1,1,1,1,1
2024-01-20,16:28:15,CNR1439569,Completed,CID5853026,Auto,Lajpat Nagar,Azadpur,8.5,24.2,,,,,,,115.0,39.48,4.9,4.6,UPI,2024-01-20 16:28:15,2024,1,January,20,5,Saturday,16,1,Afternoon,1,0,0,0,Completed,115.0,2.9128672745694026,1,1,1,1,1,1,1
2024-10-01,07:45:30,CNR1439569,Completed,CID3174879,Premier Sedan,Kirti Nagar,Shahdara,2.2,25.1,,,,,,,441.0,49.65,4.6,4.8,Cash,2024-10-01 07:45:30,2024,10,October,1,1,Tuesday,7,0,Morning,1,0,0,0,Completed,441.0,8.882175226586103,1,1,1,1,1,1,1
2024-07-23,15:18:57,CNR1444455,Completed,CID2084147,Go Mini,AIIMS,DLF Phase 3,6.2,34.9,,,,,,,789.0,2.87,4.6,4.2,UPI,2024-07-23 15:18:57,2024,7,July,23,1,Tuesday,15,0,Afternoon,1,0,0,0,Completed,789.0,274.91289198606273,1,1,1,1,1,1,1
2024-05-14,19:38:09,CNR1444455,Cancelled by Customer,CID3260042,Auto,Rajiv Chowk,Moti Nagar,11.7,,1.0,Change of plans,,,,,,,,,,2024-05-14 19:38:09,2024,5,May,14,1,Tuesday,19,0,Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-03-24,21:31:53,CNR1449569,No Driver Found,CID5666082,Premier Sedan,Civil Lines Gurgaon,Kaushambi,,,,,,,,,,,,,,2024-03-24 21:31:53,2024,3,March,24,6,Sunday,21,1,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-05-02,12:03:33,CNR1449569,Cancelled by Driver,CID5333395,Auto,Shastri Nagar,Paschim Vihar,6.8,,,,1.0,Customer related issue,,,,,,,,2024-05-02 12:03:33,2024,5,May,2,3,Thursday,12,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-17,09:08:13,CNR1451735,Completed,CID6082103,Go Sedan,Palam Vihar,Jama Masjid,6.5,39.8,,,,,,,493.0,34.75,4.6,3.4,Cash,2024-06-17 09:08:13,2024,6,June,17,0,Monday,9,0,Morning,1,0,0,0,Completed,493.0,14.18705035971223,1,1,1,1,1,1,1
2024-11-29,09:18:21,CNR1451735,Completed,CID3124368,Go Sedan,Khandsa,Madipur,2.9,32.7,,,,,,,243.0,28.07,3.2,4.9,Debit Card,2024-11-29 09:18:21,2024,11,November,29,4,Friday,9,0,Morning,1,0,0,0,Completed,243.0,8.656929105806912,1,1,1,1,1,1,1
2024-11-16,09:40:46,CNR1456422,Cancelled by Driver,CID7103164,Premier Sedan,Pitampura,Mansarovar Park,3.8,,,,1.0,More than permitted people in there,,,,,,,,2024-11-16 09:40:46,2024,11,November,16,5,Saturday,9,1,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-16,20:17:50,CNR1456422,Completed,CID3079368,Auto,Ashram,Vinobapuri,3.4,26.6,,,,,,,969.0,13.45,4.9,4.7,Cash,2024-10-16 20:17:50,2024,10,October,16,2,Wednesday,20,0,Evening,1,0,0,0,Completed,969.0,72.04460966542752,1,1,1,1,1,1,1
2024-06-10,00:09:31,CNR1463773,Cancelled by Driver,CID1145044,Go Mini,IMT Manesar,Raj Nagar Extension,8.9,,,,1.0,Customer related issue,,,,,,,,2024-06-10 00:09:31,2024,6,June,10,0,Monday,0,0,Night,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-03,21:56:56,CNR1463773,Completed,CID2358251,Go Mini,Satguru Ram Singh Marg,Uttam Nagar,10.5,38.9,,,,,,,267.0,13.88,4.3,4.3,UPI,2024-02-03 21:56:56,2024,2,February,3,5,Saturday,21,1,Late Evening,1,0,0,0,Completed,267.0,19.236311239193082,1,1,1,1,1,1,1
2024-07-12,10:08:27,CNR1464252,No Driver Found,CID5704084,Go Mini,Udyog Bhawan,Huda City Centre,,,,,,,,,,,,,,2024-07-12 10:08:27,2024,7,July,12,4,Friday,10,0,Morning,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-06-25,11:59:09,CNR1464252,Cancelled by Driver,CID7566335,Auto,Vidhan Sabha,Rohini West,4.4,,,,1.0,Customer related issue,,,,,,,,2024-06-25 11:59:09,2024,6,June,25,1,Tuesday,11,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-29,13:04:16,CNR1465555,Cancelled by Driver,CID1044959,Go Mini,Rajiv Nagar,Gwal Pahari,7.4,,,,1.0,Customer related issue,,,,,,,,2024-08-29 13:04:16,2024,8,August,29,3,Thursday,13,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-30,11:12:00,CNR1465555,Completed,CID6844703,Auto,Lajpat Nagar,Moolchand,2.2,38.3,,,,,,,218.0,38.69,4.1,4.5,Cash,2024-09-30 11:12:00,2024,9,September,30,0,Monday,11,0,Morning,1,0,0,0,Completed,218.0,5.634530886533988,1,1,1,1,1,1,1
2024-10-14,14:34:01,CNR1466808,Completed,CID1881797,Go Sedan,Karol Bagh,Akshardham,14.1,41.1,,,,,,,241.0,29.9,3.9,4.0,Debit Card,2024-10-14 14:34:01,2024,10,October,14,0,Monday,14,0,Afternoon,1,0,0,0,Completed,241.0,8.060200668896321,1,1,1,1,1,1,1
2024-06-30,10:16:28,CNR1466808,Completed,CID1443483,Bike,Ashram,Subhash Chowk,4.4,36.2,,,,,,,1116.0,39.49,4.1,4.2,Cash,2024-06-30 10:16:28,2024,6,June,30,6,Sunday,10,1,Morning,1,0,0,0,Completed,1116.0,28.26031906811851,1,1,1,1,1,1,1
2024-04-14,08:39:45,CNR1469567,Completed,CID4664324,Go Mini,MG Road,Ardee City,9.7,25.7,,,,,,,995.0,2.88,4.2,4.3,UPI,2024-04-14 08:39:45,2024,4,April,14,6,Sunday,8,1,Morning,1,0,0,0,Completed,995.0,345.48611111111114,1,1,1,1,1,1,1
2024-08-02,18:24:11,CNR1469567,Cancelled by Driver,CID5842453,Premier Sedan,Okhla,Chandni Chowk,3.7,,,,1.0,The customer was coughing/sick,,,,,,,,2024-08-02 18:24:11,2024,8,August,2,4,Friday,18,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-23,10:14:21,CNR1497805,Completed,CID9389253,Auto,Greater Kailash,Kanhaiya Nagar,2.0,27.4,,,,,,,1322.0,41.49,4.2,4.3,UPI,2024-08-23 10:14:21,2024,8,August,23,4,Friday,10,0,Morning,1,0,0,0,Completed,1322.0,31.863099542058325,1,1,1,1,1,1,1
2024-10-03,08:02:23,CNR1497805,Cancelled by Driver,CID1415835,eBike,DLF City Court,Vasant Kunj,7.7,,,,1.0,More than permitted people in there,,,,,,,,2024-10-03 08:02:23,2024,10,October,3,3,Thursday,8,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-09-02,04:04:18,CNR1502676,Completed,CID5569009,Bike,ITO,Anand Vihar ISBT,14.8,28.5,,,,,,,909.0,19.0,3.9,4.7,Uber Wallet,2024-09-02 04:04:18,2024,9,September,2,0,Monday,4,0,Night,1,0,0,0,Completed,909.0,47.8421052631579,1,1,1,1,1,1,1
2024-10-09,23:49:12,CNR1502676,No Driver Found,CID7638143,Premier Sedan,Chhatarpur,Sadar Bazar Gurgaon,,,,,,,,,,,,,,2024-10-09 23:49:12,2024,10,October,9,2,Wednesday,23,0,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-05-25,19:23:16,CNR1507993,Completed,CID8178292,Bike,MG Road,Peeragarhi,11.0,41.7,,,,,,,474.0,21.56,3.4,4.7,UPI,2024-05-25 19:23:16,2024,5,May,25,5,Saturday,19,1,Evening,1,0,0,0,Completed,474.0,21.985157699443416,1,1,1,1,1,1,1
2024-06-07,18:01:10,CNR1507993,Completed,CID3606534,Go Mini,Khandsa,Tughlakabad,2.6,27.1,,,,,,,502.0,22.38,4.6,4.8,UPI,2024-06-07 18:01:10,2024,6,June,7,4,Friday,18,0,Evening,1,0,0,0,Completed,502.0,22.430741733690795,1,1,1,1,1,1,1
2024-12-20,05:25:17,CNR1512494,Incomplete,CID1127226,Auto,Sikanderpur,Cyber Hub,6.6,24.1,,,,,1.0,Customer Demand,118.0,11.99,,,UPI,2024-12-20 05:25:17,2024,12,December,20,4,Friday,5,0,Night,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-03-21,13:51:48,CNR1512494,Cancelled by Driver,CID2424370,Bike,Civil Lines Gurgaon,Anand Vihar ISBT,11.7,,,,1.0,The customer was coughing/sick,,,,,,,,2024-03-21 13:51:48,2024,3,March,21,3,Thursday,13,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-02-27,16:30:24,CNR1525370,Completed,CID3445598,Go Mini,Vatika Chowk,Rajiv Chowk,4.6,25.8,,,,,,,440.0,36.36,4.1,5.0,UPI,2024-02-27 16:30:24,2024,2,February,27,1,Tuesday,16,0,Afternoon,1,0,0,0,Completed,440.0,12.101210121012102,1,1,1,1,1,1,1
2024-04-03,18:27:05,CNR1525370,Completed,CID9487247,Premier Sedan,Saidulajab,RK Puram,4.5,30.2,,,,,,,718.0,12.21,4.5,4.6,Credit Card,2024-04-03 18:27:05,2024,4,April,3,2,Wednesday,18,0,Evening,1,0,0,0,Completed,718.0,58.8042588042588,1,1,1,1,1,1,1
2024-12-02,17:38:15,CNR1529446,No Driver Found,CID7471982,Bike,Jor Bagh,Gurgaon Sector 56,,,,,,,,,,,,,,2024-12-02 17:38:15,2024,12,December,2,0,Monday,17,0,Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-12-27,00:21:47,CNR1529446,Completed,CID1150570,Bike,Ghitorni,Saidulajab,4.0,42.8,,,,,,,404.0,15.82,4.4,4.4,Uber Wallet,2024-12-27 00:21:47,2024,12,December,27,4,Friday,0,0,Night,1,0,0,0,Completed,404.0,25.537294563843236,1,1,1,1,1,1,1
2024-12-26,16:01:02,CNR1538095,Completed,CID4011214,Auto,Sohna Road,Satguru Ram Singh Marg,15.0,31.5,,,,,,,368.0,17.67,4.1,4.9,UPI,2024-12-26 16:01:02,2024,12,December,26,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,368.0,20.82625919637804,1,1,1,1,1,1,1
2024-10-16,08:55:07,CNR1538095,Cancelled by Customer,CID1473935,Auto,Karkarduma,Nawada,9.5,,1.0,Wrong Address,,,,,,,,,,2024-10-16 08:55:07,2024,10,October,16,2,Wednesday,8,0,Morning,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-05-13,21:19:52,CNR1538607,Completed,CID6657313,Go Sedan,Khan Market,Rohini,11.9,30.2,,,,,,,913.0,17.04,4.2,4.3,UPI,2024-05-13 21:19:52,2024,5,May,13,0,Monday,21,0,Late Evening,1,0,0,0,Completed,913.0,53.579812206572775,1,1,1,1,1,1,1
2024-03-19,17:17:54,CNR1538607,Completed,CID1613428,Go Mini,Panchsheel Park,Greater Noida,7.7,43.2,,,,,,,228.0,11.88,4.2,4.2,UPI,2024-03-19 17:17:54,2024,3,March,19,1,Tuesday,17,0,Evening,1,0,0,0,Completed,228.0,19.19191919191919,1,1,1,1,1,1,1
2024-03-27,23:51:00,CNR1543266,Completed,CID4356419,Go Sedan,Indirapuram,Kalkaji,7.7,27.6,,,,,,,157.0,33.67,3.1,4.6,UPI,2024-03-27 23:51:00,2024,3,March,27,2,Wednesday,23,0,Late Evening,1,0,0,0,Completed,157.0,4.662904662904663,1,1,1,1,1,1,1
2024-05-20,20:05:20,CNR1543266,Completed,CID2257152,Bike,Uttam Nagar,Rohini,8.4,33.1,,,,,,,131.0,47.74,4.1,5.0,UPI,2024-05-20 20:05:20,2024,5,May,20,0,Monday,20,0,Evening,1,0,0,0,Completed,131.0,2.744030163385002,1,1,1,1,1,1,1
2024-05-29,03:28:51,CNR1545671,No Driver Found,CID8954872,Go Sedan,Peeragarhi,Badshahpur,,,,,,,,,,,,,,2024-05-29 03:28:51,2024,5,May,29,2,Wednesday,3,0,Night,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-06-26,06:23:39,CNR1545671,Completed,CID4471909,eBike,Kashmere Gate,Badarpur,13.0,34.2,,,,,,,617.0,4.84,4.2,5.0,UPI,2024-06-26 06:23:39,2024,6,June,26,2,Wednesday,6,0,Morning,1,0,0,0,Completed,617.0,127.47933884297521,1,1,1,1,1,1,1
2024-05-25,13:12:05,CNR1547845,Completed,CID1660265,Premier Sedan,Preet Vihar,Saidulajab,12.3,19.7,,,,,,,1374.0,43.84,4.2,4.7,Credit Card,2024-05-25 13:12:05,2024,5,May,25,5,Saturday,13,1,Afternoon,1,0,0,0,Completed,1374.0,31.341240875912405,1,1,1,1,1,1,1
2024-01-06,13:43:41,CNR1547845,Completed,CID7801849,Go Sedan,Tughlakabad,Chirag Delhi,5.6,31.7,,,,,,,1295.0,47.52,4.9,4.5,Cash,2024-01-06 13:43:41,2024,1,January,6,5,Saturday,13,1,Afternoon,1,0,0,0,Completed,1295.0,27.251683501683498,1,1,1,1,1,1,1
2024-08-08,05:58:50,CNR1553535,Completed,CID8407743,eBike,Narsinghpur,DLF City Court,13.6,30.5,,,,,,,484.0,33.99,4.4,4.4,UPI,2024-08-08 05:58:50,2024,8,August,8,3,Thursday,5,0,Night,1,0,0,0,Completed,484.0,14.239482200647249,1,1,1,1,1,1,1
2024-08-31,18:07:38,CNR1553535,Incomplete,CID7812893,Auto,Seelampur,Manesar,5.8,19.0,,,,,1.0,Vehicle Breakdown,643.0,4.28,,,UPI,2024-08-31 18:07:38,2024,8,August,31,5,Saturday,18,1,Evening,0,0,1,0,Incomplete,0.0,,1,1,0,0,1,1,1
2024-06-18,20:59:05,CNR1557538,Completed,CID9715228,Bike,Faridabad Sector 15,Azadpur,4.7,44.2,,,,,,,106.0,34.29,3.7,4.9,Cash,2024-06-18 20:59:05,2024,6,June,18,1,Tuesday,20,0,Evening,1,0,0,0,Completed,106.0,3.0912802566345876,1,1,1,1,1,1,1
2024-07-27,14:37:51,CNR1557538,Completed,CID3651705,Bike,Moolchand,Khan Market,14.7,34.1,,,,,,,166.0,37.58,3.9,4.6,Cash,2024-07-27 14:37:51,2024,7,July,27,5,Saturday,14,1,Afternoon,1,0,0,0,Completed,166.0,4.417243214475786,1,1,1,1,1,1,1
2024-08-10,10:22:51,CNR1561286,Completed,CID9071593,Bike,Anand Vihar,Jahangirpuri,4.6,44.7,,,,,,,341.0,18.27,4.2,4.8,Cash,2024-08-10 10:22:51,2024,8,August,10,5,Saturday,10,1,Morning,1,0,0,0,Completed,341.0,18.664477285166942,1,1,1,1,1,1,1
2024-11-10,17:14:15,CNR1561286,Cancelled by Driver,CID2864285,Go Mini,Sadar Bazar Gurgaon,Lajpat Nagar,5.6,,,,1.0,Customer related issue,,,,,,,,2024-11-10 17:14:15,2024,11,November,10,6,Sunday,17,1,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-11-03,14:47:40,CNR1565029,Completed,CID6371151,Go Mini,IGI Airport,Tilak Nagar,8.8,41.9,,,,,,,125.0,44.01,4.0,5.0,UPI,2024-11-03 14:47:40,2024,11,November,3,6,Sunday,14,1,Afternoon,1,0,0,0,Completed,125.0,2.8402635764598956,1,1,1,1,1,1,1
2024-12-09,15:38:58,CNR1565029,Cancelled by Customer,CID7948114,Go Mini,Sikanderpur,Arjangarh,17.3,,1.0,Wrong Address,,,,,,,,,,2024-12-09 15:38:58,2024,12,December,9,0,Monday,15,0,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-18,07:02:27,CNR1569320,Completed,CID5387449,eBike,Bhiwadi,Maidan Garhi,10.1,29.2,,,,,,,377.0,33.48,4.2,4.5,Cash,2024-10-18 07:02:27,2024,10,October,18,4,Friday,7,0,Morning,1,0,0,0,Completed,377.0,11.260454002389487,1,1,1,1,1,1,1
2024-02-28,15:14:36,CNR1569320,Completed,CID8242282,Bike,Tagore Garden,IIT Delhi,3.5,38.0,,,,,,,295.0,49.51,5.0,3.2,UPI,2024-02-28 15:14:36,2024,2,February,28,2,Wednesday,15,0,Afternoon,1,0,0,0,Completed,295.0,5.9583922439911134,1,1,1,1,1,1,1
2024-07-12,18:42:43,CNR1569939,Completed,CID6339296,Bike,Uttam Nagar,RK Puram,4.8,25.0,,,,,,,946.0,16.61,3.4,4.2,Credit Card,2024-07-12 18:42:43,2024,7,July,12,4,Friday,18,0,Evening,1,0,0,0,Completed,946.0,56.95364238410596,1,1,1,1,1,1,1
2024-11-25,14:54:17,CNR1569939,Cancelled by Customer,CID2772526,Auto,Panchsheel Park,Vatika Chowk,6.7,,1.0,Driver is not moving towards pickup location,,,,,,,,,,2024-11-25 14:54:17,2024,11,November,25,0,Monday,14,0,Afternoon,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-01-18,04:49:18,CNR1579877,No Driver Found,CID6289400,Go Sedan,Kherki Daula Toll,Rohini,,,,,,,,,,,,,,2024-01-18 04:49:18,2024,1,January,18,3,Thursday,4,0,Night,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-07-25,16:46:47,CNR1579877,Cancelled by Driver,CID8086204,Auto,Govindpuri,Preet Vihar,7.2,,,,1.0,Personal & Car related issues,,,,,,,,2024-07-25 16:46:47,2024,7,July,25,3,Thursday,16,0,Afternoon,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-08-29,16:09:56,CNR1583108,Completed,CID6963681,Auto,Mehrauli,Nawada,2.2,38.8,,,,,,,154.0,32.44,4.2,4.1,Cash,2024-08-29 16:09:56,2024,8,August,29,3,Thursday,16,0,Afternoon,1,0,0,0,Completed,154.0,4.7472256473489525,1,1,1,1,1,1,1
2024-03-08,22:02:20,CNR1583108,Cancelled by Customer,CID2588071,Premier Sedan,Netaji Subhash Place,Indraprastha,9.7,,1.0,AC is not working,,,,,,,,,,2024-03-08 22:02:20,2024,3,March,8,4,Friday,22,0,Late Evening,0,1,0,0,Customer Cancelled,0.0,,0,0,0,0,0,1,0
2024-12-03,05:14:17,CNR1587301,Completed,CID8557558,Bike,Bahadurgarh,Ashram,7.7,24.8,,,,,,,300.0,10.03,4.9,4.9,Cash,2024-12-03 05:14:17,2024,12,December,3,1,Tuesday,5,0,Night,1,0,0,0,Completed,300.0,29.910269192422735,1,1,1,1,1,1,1
2024-02-07,22:38:43,CNR1587301,Cancelled by Driver,CID2081870,Premier Sedan,Aya Nagar,Shastri Nagar,6.4,,,,1.0,More than permitted people in there,,,,,,,,2024-02-07 22:38:43,2024,2,February,7,2,Wednesday,22,0,Late Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-10-21,16:57:10,CNR1601556,No Driver Found,CID4560179,Premier Sedan,Ghitorni Village,Ashram,,,,,,,,,,,,,,2024-10-21 16:57:10,2024,10,October,21,0,Monday,16,0,Afternoon,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-08-09,10:21:29,CNR1601556,Cancelled by Driver,CID3242289,Go Mini,Kashmere Gate,Vidhan Sabha,6.1,,,,1.0,The customer was coughing/sick,,,,,,,,2024-08-09 10:21:29,2024,8,August,9,4,Friday,10,0,Morning,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-06-02,08:26:18,CNR1623460,Completed,CID8892055,Go Mini,Bhikaji Cama Place,Central Secretariat,4.2,29.5,,,,,,,143.0,20.49,4.3,4.6,Credit Card,2024-06-02 08:26:18,2024,6,June,2,6,Sunday,8,1,Morning,1,0,0,0,Completed,143.0,6.979014153245486,1,1,1,1,1,1,1
2024-02-20,20:17:06,CNR1623460,Cancelled by Driver,CID3921296,eBike,Chirag Delhi,Hauz Rani,9.5,,,,1.0,The customer was coughing/sick,,,,,,,,2024-02-20 20:17:06,2024,2,February,20,1,Tuesday,20,0,Evening,0,1,0,0,Driver Cancelled,0.0,,0,0,0,0,0,1,0
2024-07-21,21:43:35,CNR1629395,No Driver Found,CID1982529,Go Mini,Adarsh Nagar,Moti Nagar,,,,,,,,,,,,,,2024-07-21 21:43:35,2024,7,July,21,6,Sunday,21,1,Late Evening,0,0,0,1,No Driver Found,0.0,,0,0,0,0,0,0,0
2024-04-14,19:23:17,CNR1629395,Completed,CID1280140,Auto,Chandni Chowk,Sarai Kale Khan,10.7,21.9,,,,,,,3553.0,30.61,4.3,4.2,UPI,2024-04-14 19:23:17,2024,4,April,14,6,Sunday,19,1,Evening,1,0,0,0,Completed,3553.0,116.07317869977132,1,1,1,1,1,1,1
